organism,regional_centre,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Staphylococcus aureus,RC14,cefoxitin,2023,436,699,62.4,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,62.4,62.37,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,cefoxitin,2024,429,795,54.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,54.0,53.96,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,ciprofloxacin,2022,150,669,22.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,22.4,22.42,
Staphylococcus aureus,RC14,ciprofloxacin,2023,161,700,23.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,23.0,23.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,ciprofloxacin,2024,174,796,21.9,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,21.9,21.86,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,clindamycin,2022,655,669,97.9,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,97.9,97.91,
Staphylococcus aureus,RC14,clindamycin,2023,683,700,97.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,97.6,97.57,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,clindamycin,2024,767,796,96.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,96.4,96.36,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,cotrimoxazole,2022,589,669,88.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,88.0,88.04,
Staphylococcus aureus,RC14,cotrimoxazole,2023,600,700,85.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,85.7,85.71,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,cotrimoxazole,2024,665,796,83.5,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,83.5,83.54,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,erythromycin,2022,303,669,45.3,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,45.3,45.29,
Staphylococcus aureus,RC14,erythromycin,2023,304,700,43.4,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,43.4,43.43,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,erythromycin,2024,309,796,38.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,38.8,38.82,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,linezolid,2022,667,667,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC14,linezolid,2023,700,700,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,linezolid,2024,796,796,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,oxacillin,2022,420,668,62.9,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,62.9,62.87,
Staphylococcus aureus,RC14,oxacillin,2023,437,700,62.4,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,62.4,62.43,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,oxacillin,2024,442,796,55.5,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,55.5,55.53,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,teicoplanin,2022,668,668,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC14,teicoplanin,2023,700,700,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,teicoplanin,2024,796,796,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,tetracycline,2022,655,669,97.9,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,97.9,97.91,
Staphylococcus aureus,RC14,tetracycline,2023,697,700,99.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,99.6,99.57,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,tetracycline,2024,796,796,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,tigecycline,2022,668,668,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC14,tigecycline,2023,700,700,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,tigecycline,2024,796,796,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC14,vancomycin,2022,667,667,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC14,vancomycin,2023,700,700,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC14,vancomycin,2024,796,796,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC15,cefoxitin,2022,456,888,51.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,51.4,51.35,
Staphylococcus aureus,RC15,cefoxitin,2023,110,251,43.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,43.8,43.82,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,ciprofloxacin,2022,70,884,7.9,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,7.9,7.92,
Staphylococcus aureus,RC15,ciprofloxacin,2023,24,251,9.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,9.6,9.56,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,clindamycin,2022,552,889,62.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,62.1,62.09,
Staphylococcus aureus,RC15,clindamycin,2023,151,250,60.4,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,60.4,60.4,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,cotrimoxazole,2022,777,888,87.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,87.5,87.5,
Staphylococcus aureus,RC15,cotrimoxazole,2023,239,251,95.2,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,95.2,95.22,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,erythromycin,2022,279,889,31.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,31.4,31.38,
Staphylococcus aureus,RC15,erythromycin,2023,84,251,33.5,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,33.5,33.47,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,linezolid,2022,866,866,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC15,linezolid,2023,251,251,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,oxacillin,2023,0,0,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,,"no_isolates_tested,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,teicoplanin,2023,0,0,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,,"no_isolates_tested,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,tetracycline,2022,681,835,81.6,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,81.6,81.56,
Staphylococcus aureus,RC15,tetracycline,2023,224,251,89.2,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,89.2,89.24,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,tigecycline,2023,0,0,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,,"no_isolates_tested,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC15,vancomycin,2022,861,861,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC15,vancomycin,2023,251,251,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,cefoxitin,2022,128,383,33.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,33.4,33.42,
Staphylococcus aureus,RC16,cefoxitin,2023,143,565,25.3,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,25.3,25.31,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,cefoxitin,2024,139,538,25.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,25.8,25.84,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,ciprofloxacin,2022,86,387,22.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,22.2,22.22,
Staphylococcus aureus,RC16,ciprofloxacin,2023,112,565,19.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,19.8,19.82,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,ciprofloxacin,2024,160,538,29.7,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,29.7,29.74,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,clindamycin,2022,263,386,68.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,68.1,68.13,
Staphylococcus aureus,RC16,clindamycin,2023,349,565,61.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,61.8,61.77,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,clindamycin,2024,319,538,59.3,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,59.3,59.29,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,cotrimoxazole,2022,220,387,56.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,56.8,56.85,
Staphylococcus aureus,RC16,cotrimoxazole,2023,398,565,70.4,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,70.4,70.44,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,cotrimoxazole,2024,445,538,82.7,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,82.7,82.71,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,erythromycin,2022,65,386,16.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,16.8,16.84,
Staphylococcus aureus,RC16,erythromycin,2023,66,565,11.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,11.7,11.68,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,erythromycin,2024,101,538,18.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,18.8,18.77,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,linezolid,2022,386,387,99.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,99.7,99.74,
Staphylococcus aureus,RC16,linezolid,2023,545,565,96.5,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,96.5,96.46,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,linezolid,2024,439,538,81.6,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,81.6,81.6,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,oxacillin,2022,2,4,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,50.0,low_isolate_count_asterisk
Staphylococcus aureus,RC16,oxacillin,2023,0,0,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,,"no_isolates_tested,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,oxacillin,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,teicoplanin,2022,4,4,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC16,teicoplanin,2023,0,0,0.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,,"no_isolates_tested,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,teicoplanin,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,tetracycline,2022,275,385,71.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,71.4,71.43,
Staphylococcus aureus,RC16,tetracycline,2023,439,565,77.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,77.7,77.7,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,tetracycline,2024,460,529,87.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,87.0,86.96,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,tigecycline,2022,4,4,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC16,tigecycline,2023,203,203,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,tigecycline,2024,534,534,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC16,vancomycin,2022,387,387,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC16,vancomycin,2023,565,565,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC16,vancomycin,2024,538,538,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,cefoxitin,2022,100,215,46.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,46.5,46.51,
Staphylococcus aureus,RC17,cefoxitin,2023,60,106,56.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,56.6,56.6,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,cefoxitin,2024,124,157,79.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,79.0,78.98,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,ciprofloxacin,2022,36,224,16.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,16.1,16.07,
Staphylococcus aureus,RC17,ciprofloxacin,2023,64,108,59.3,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,59.3,59.26,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,ciprofloxacin,2024,63,293,21.5,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,21.5,21.5,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,clindamycin,2022,171,225,76.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,76.0,76.0,
Staphylococcus aureus,RC17,clindamycin,2023,70,108,64.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,64.8,64.81,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,clindamycin,2024,178,288,61.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,61.8,61.81,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,cotrimoxazole,2022,145,224,64.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,64.7,64.73,
Staphylococcus aureus,RC17,cotrimoxazole,2023,64,108,59.3,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,59.3,59.26,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,cotrimoxazole,2024,267,293,91.1,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,91.1,91.13,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,erythromycin,2022,130,223,58.3,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,58.3,58.3,
Staphylococcus aureus,RC17,erythromycin,2023,71,108,65.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,65.7,65.74,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,erythromycin,2024,130,293,44.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,44.4,44.37,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,linezolid,2022,222,223,99.6,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,99.6,99.55,
Staphylococcus aureus,RC17,linezolid,2023,108,108,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,linezolid,2024,293,293,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,oxacillin,2022,112,223,50.2,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,50.2,50.22,
Staphylococcus aureus,RC17,oxacillin,2023,62,106,58.5,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,58.5,58.49,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC17,oxacillin,2024,195,231,84.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,84.4,84.42,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC17,teicoplanin,2022,222,223,99.6,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,99.6,99.55,
