organism,regional_centre,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Klebsiella pneumoniae,RC5,cefotaxime,2023,23,255,9.0,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,9.0,9.02,
Klebsiella pneumoniae,RC5,cefotaxime,2024,70,499,14.0,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,14.0,14.03,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC5,ceftazidime,2023,4,23,,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,17.39,pct_suppressed_in_source
Klebsiella pneumoniae,RC5,ceftazidime,2024,0,0,,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC5,ciprofloxacin,2023,92,283,32.5,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,32.5,32.51,
Klebsiella pneumoniae,RC5,ciprofloxacin,2024,187,511,36.6,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,36.6,36.59,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC5,ertapenem,2023,181,283,64.0,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,64.0,63.96,
Klebsiella pneumoniae,RC5,ertapenem,2024,332,511,65.0,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,65.0,64.97,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC5,imipenem,2023,186,283,65.7,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,65.7,65.72,
Klebsiella pneumoniae,RC5,imipenem,2024,330,508,65.0,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,65.0,64.96,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC5,levofloxacin,2023,0,0,,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source"
Klebsiella pneumoniae,RC5,levofloxacin,2024,0,0,,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC5,meropenem,2023,186,283,65.7,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,65.7,65.72,
Klebsiella pneumoniae,RC5,meropenem,2024,336,511,65.8,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,65.8,65.75,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC5,piperacillin-tazobactam,2023,148,282,52.5,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,52.5,52.48,
Klebsiella pneumoniae,RC5,piperacillin-tazobactam,2024,277,511,54.2,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,54.2,54.21,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,amikacin,2023,115,413,27.8,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,27.8,27.85,
Klebsiella pneumoniae,RC6,amikacin,2024,308,1007,30.6,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,30.6,30.59,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,cefotaxime,2023,2,26,,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,7.69,pct_suppressed_in_source
Klebsiella pneumoniae,RC6,cefotaxime,2024,0,1,,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,0.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,ceftazidime,2023,0,4,,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,0.0,pct_suppressed_in_source
Klebsiella pneumoniae,RC6,ceftazidime,2024,0,10,,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,0.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,ciprofloxacin,2023,39,413,9.4,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,9.4,9.44,
Klebsiella pneumoniae,RC6,ciprofloxacin,2024,102,1007,10.1,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,10.1,10.13,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,ertapenem,2023,98,411,23.8,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,23.8,23.84,
Klebsiella pneumoniae,RC6,ertapenem,2024,260,1007,25.8,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,25.8,25.82,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,imipenem,2023,105,413,25.4,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,25.4,25.42,
Klebsiella pneumoniae,RC6,imipenem,2024,269,1007,26.7,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,26.7,26.71,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,levofloxacin,2023,0,6,,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,0.0,pct_suppressed_in_source
Klebsiella pneumoniae,RC6,levofloxacin,2024,2,32,6.3,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,6.3,6.25,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,meropenem,2023,104,413,25.2,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,25.2,25.18,
Klebsiella pneumoniae,RC6,meropenem,2024,280,1007,27.8,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,27.8,27.81,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC6,piperacillin-tazobactam,2023,78,413,18.9,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,18.9,18.89,
Klebsiella pneumoniae,RC6,piperacillin-tazobactam,2024,195,1006,19.4,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,19.4,19.38,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,amikacin,2023,55,143,38.5,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,38.5,38.46,
Klebsiella pneumoniae,RC7,amikacin,2024,113,321,35.2,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,35.2,35.2,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,cefotaxime,2023,5,52,9.6,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,9.6,9.62,
Klebsiella pneumoniae,RC7,cefotaxime,2024,17,70,24.3,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,24.3,24.29,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,ceftazidime,2023,14,40,35.0,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,35.0,35.0,
Klebsiella pneumoniae,RC7,ceftazidime,2024,15,78,19.2,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,19.2,19.23,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,ciprofloxacin,2023,24,142,16.9,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,16.9,16.9,
Klebsiella pneumoniae,RC7,ciprofloxacin,2024,54,321,16.8,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,16.8,16.82,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,ertapenem,2023,38,115,33.0,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,33.0,33.04,
Klebsiella pneumoniae,RC7,ertapenem,2024,85,305,27.9,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,27.9,27.87,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,imipenem,2023,39,138,28.3,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,28.3,28.26,
Klebsiella pneumoniae,RC7,imipenem,2024,90,308,29.2,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,29.2,29.22,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,levofloxacin,2023,1,16,0.0,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,0.0,6.25,"pct_mismatch(reported=0.0,computed=6.25)"
Klebsiella pneumoniae,RC7,levofloxacin,2024,5,64,7.8,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,7.8,7.81,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,meropenem,2023,41,142,28.9,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,28.9,28.87,
Klebsiella pneumoniae,RC7,meropenem,2024,103,321,32.1,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,32.1,32.09,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC7,piperacillin-tazobactam,2023,34,138,24.6,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,24.6,24.64,
Klebsiella pneumoniae,RC7,piperacillin-tazobactam,2024,84,314,26.8,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,26.8,26.75,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,amikacin,2023,109,279,39.1,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,39.1,39.07,
Klebsiella pneumoniae,RC8,amikacin,2024,419,699,59.9,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,59.9,59.94,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,cefotaxime,2023,64,274,23.4,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,23.4,23.36,
Klebsiella pneumoniae,RC8,cefotaxime,2024,271,697,38.9,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,38.9,38.88,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,ceftazidime,2023,74,279,26.5,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,26.5,26.52,
Klebsiella pneumoniae,RC8,ceftazidime,2024,290,695,41.7,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,41.7,41.73,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,ciprofloxacin,2023,59,279,21.1,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,21.1,21.15,
Klebsiella pneumoniae,RC8,ciprofloxacin,2024,244,699,34.9,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,34.9,34.91,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,ertapenem,2023,96,275,34.9,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,34.9,34.91,
Klebsiella pneumoniae,RC8,ertapenem,2024,400,697,57.4,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,57.4,57.39,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,imipenem,2023,102,279,36.6,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,36.6,36.56,
Klebsiella pneumoniae,RC8,imipenem,2024,367,697,52.7,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,52.7,52.65,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,levofloxacin,2023,57,277,20.6,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,20.6,20.58,
Klebsiella pneumoniae,RC8,levofloxacin,2024,247,697,35.4,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,35.4,35.44,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,meropenem,2023,105,279,37.6,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,37.6,37.63,
Klebsiella pneumoniae,RC8,meropenem,2024,404,699,57.8,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,57.8,57.8,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC8,piperacillin-tazobactam,2023,84,279,30.1,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,30.1,30.11,
Klebsiella pneumoniae,RC8,piperacillin-tazobactam,2024,355,696,51.0,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,51.0,51.01,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,amikacin,2023,102,251,40.6,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,40.6,40.64,
Klebsiella pneumoniae,RC9,amikacin,2024,244,504,48.4,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,48.4,48.41,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,cefotaxime,2023,66,249,26.5,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,26.5,26.51,
Klebsiella pneumoniae,RC9,cefotaxime,2024,170,497,34.2,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,34.2,34.21,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,ceftazidime,2023,73,250,29.2,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,29.2,29.2,
Klebsiella pneumoniae,RC9,ceftazidime,2024,172,501,34.3,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,34.3,34.33,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,ciprofloxacin,2023,58,251,23.1,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,23.1,23.11,
Klebsiella pneumoniae,RC9,ciprofloxacin,2024,165,504,32.7,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,32.7,32.74,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,ertapenem,2023,95,251,37.8,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,37.8,37.85,
Klebsiella pneumoniae,RC9,ertapenem,2024,210,484,43.4,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,43.4,43.39,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,imipenem,2023,85,251,33.9,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,33.9,33.86,
Klebsiella pneumoniae,RC9,imipenem,2024,176,502,35.1,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,35.1,35.06,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,levofloxacin,2023,91,250,36.4,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,36.4,36.4,
Klebsiella pneumoniae,RC9,levofloxacin,2024,202,492,41.1,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,41.1,41.06,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,meropenem,2023,101,251,40.2,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,40.2,40.24,
Klebsiella pneumoniae,RC9,meropenem,2024,240,504,47.6,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,47.6,47.62,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC9,piperacillin-tazobactam,2023,93,251,37.1,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,37.1,37.05,
Klebsiella pneumoniae,RC9,piperacillin-tazobactam,2024,216,501,43.1,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,43.1,43.11,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC10,amikacin,2023,268,476,56.3,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,56.3,56.3,
Klebsiella pneumoniae,RC10,amikacin,2024,575,1005,57.2,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,57.2,57.21,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC10,cefotaxime,2023,169,475,35.6,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,35.6,35.58,
Klebsiella pneumoniae,RC10,cefotaxime,2024,441,1000,44.1,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,44.1,44.1,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC10,ceftazidime,2023,0,1,,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,0.0,pct_suppressed_in_source
Klebsiella pneumoniae,RC10,ceftazidime,2024,3,5,,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,60.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC10,ciprofloxacin,2023,142,476,29.8,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,29.8,29.83,
Klebsiella pneumoniae,RC10,ciprofloxacin,2024,383,1004,38.1,2024,Table 2.11,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,38.1,38.15,"rc_panel_changed(baseline=2023,added=[],dropped=[RC15])"
Klebsiella pneumoniae,RC10,ertapenem,2023,264,476,55.5,2023,Table 3.11,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,55.5,55.46,
