organism,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Acinetobacter baumannii,levofloxacin,2024,830,6809,12.2,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,12.2,12.19,
Acinetobacter baumannii,meropenem,2017,615,3287,18.7,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,18.7,18.71,
Acinetobacter baumannii,meropenem,2017,615,3287,18.7,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.7,18.71,
Acinetobacter baumannii,meropenem,2017,615,3287,18.7,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.7,18.71,
Acinetobacter baumannii,meropenem,2018,953,4178,22.8,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,22.8,22.81,
Acinetobacter baumannii,meropenem,2018,953,4178,22.8,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,22.8,22.81,
Acinetobacter baumannii,meropenem,2018,953,4178,22.8,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,22.8,22.81,
Acinetobacter baumannii,meropenem,2019,1742,8399,20.7,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,20.7,20.74,
Acinetobacter baumannii,meropenem,2019,1742,8399,20.7,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,20.7,20.74,
Acinetobacter baumannii,meropenem,2019,1742,8399,20.7,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,20.7,20.74,
Acinetobacter baumannii,meropenem,2020,779,6747,11.5,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,11.5,11.55,
Acinetobacter baumannii,meropenem,2020,779,6747,11.5,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,11.5,11.55,
Acinetobacter baumannii,meropenem,2020,779,6747,11.5,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,11.5,11.55,
Acinetobacter baumannii,meropenem,2021,1516,12083,12.5,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,12.5,12.55,
Acinetobacter baumannii,meropenem,2021,1516,12083,12.5,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,12.5,12.55,
Acinetobacter baumannii,meropenem,2021,1516,12083,12.5,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,12.5,12.55,
Acinetobacter baumannii,meropenem,2022,1690,11910,14.2,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,14.2,14.19,
Acinetobacter baumannii,meropenem,2022,1690,11910,14.2,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,14.2,14.19,
Acinetobacter baumannii,meropenem,2022,1690,11910,14.2,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,14.2,14.19,
Acinetobacter baumannii,meropenem,2023,877,7260,12.1,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,12.1,12.08,
Acinetobacter baumannii,meropenem,2023,877,7260,12.1,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,12.1,12.08,
Acinetobacter baumannii,meropenem,2024,924,10304,9.0,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,9.0,8.97,
Acinetobacter baumannii,minocycline,2017,926,1380,67.1,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.1,67.1,
Acinetobacter baumannii,minocycline,2017,926,1380,67.1,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.1,67.1,
Acinetobacter baumannii,minocycline,2017,926,1380,67.1,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.1,67.1,
Acinetobacter baumannii,minocycline,2018,2393,3725,64.2,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,64.2,64.24,
Acinetobacter baumannii,minocycline,2018,2393,3725,64.2,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,64.2,64.24,
Acinetobacter baumannii,minocycline,2018,2393,3725,64.2,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,64.2,64.24,
Acinetobacter baumannii,minocycline,2019,3893,6431,60.5,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,60.5,60.53,
Acinetobacter baumannii,minocycline,2019,3893,6431,60.5,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,60.5,60.53,
Acinetobacter baumannii,minocycline,2019,3893,6431,60.5,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,60.5,60.53,
Acinetobacter baumannii,minocycline,2020,2794,5139,54.4,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,54.4,54.37,
Acinetobacter baumannii,minocycline,2020,2794,5139,54.4,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,54.4,54.37,
Acinetobacter baumannii,minocycline,2020,2794,5139,54.4,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,54.4,54.37,
Acinetobacter baumannii,minocycline,2021,5547,10185,54.5,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,54.5,54.46,
Acinetobacter baumannii,minocycline,2021,5547,10185,54.5,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,54.5,54.46,
Acinetobacter baumannii,minocycline,2021,5547,10185,54.5,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,54.5,54.46,
Acinetobacter baumannii,minocycline,2022,6207,10542,58.5,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,58.5,58.88,"pct_mismatch(reported=58.5,computed=58.88)"
Acinetobacter baumannii,minocycline,2022,6207,10542,58.8,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,58.8,58.88,
Acinetobacter baumannii,minocycline,2022,6207,10542,58.8,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,58.8,58.88,
Acinetobacter baumannii,minocycline,2023,4018,5579,72.0,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,72.0,72.02,
Acinetobacter baumannii,minocycline,2023,4018,5579,72.0,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,72.0,72.02,
Acinetobacter baumannii,minocycline,2024,5873,8368,70.2,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,70.2,70.18,
Acinetobacter baumannii,piperacillin-tazobactam,2017,484,3187,15.2,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,15.2,15.19,
Acinetobacter baumannii,piperacillin-tazobactam,2017,484,3187,15.2,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,15.2,15.19,
Acinetobacter baumannii,piperacillin-tazobactam,2017,484,3187,15.2,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.2,15.19,
Acinetobacter baumannii,piperacillin-tazobactam,2018,760,4494,16.9,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,16.9,16.91,
Acinetobacter baumannii,piperacillin-tazobactam,2018,760,4494,16.9,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,16.9,16.91,
Acinetobacter baumannii,piperacillin-tazobactam,2018,760,4494,16.9,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,16.9,16.91,
Acinetobacter baumannii,piperacillin-tazobactam,2019,1245,8010,15.5,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,15.5,15.54,
Acinetobacter baumannii,piperacillin-tazobactam,2019,1245,8010,15.5,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,15.5,15.54,
Acinetobacter baumannii,piperacillin-tazobactam,2019,1245,8010,15.5,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.5,15.54,
Acinetobacter baumannii,piperacillin-tazobactam,2020,770,6724,11.5,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,11.5,11.45,
Acinetobacter baumannii,piperacillin-tazobactam,2020,770,6724,11.5,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,11.5,11.45,
Acinetobacter baumannii,piperacillin-tazobactam,2020,770,6724,11.5,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,11.5,11.45,
Acinetobacter baumannii,piperacillin-tazobactam,2021,1327,12052,11.0,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,11.0,11.01,
Acinetobacter baumannii,piperacillin-tazobactam,2021,1327,12052,11.0,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,11.0,11.01,
Acinetobacter baumannii,piperacillin-tazobactam,2021,1327,12052,11.0,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,11.0,11.01,
Acinetobacter baumannii,piperacillin-tazobactam,2022,1578,12124,13.0,2022,Table 5.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,13.0,13.02,
Acinetobacter baumannii,piperacillin-tazobactam,2022,1578,12124,13.0,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,13.0,13.02,
Acinetobacter baumannii,piperacillin-tazobactam,2022,1578,12124,13.0,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,13.0,13.02,
Acinetobacter baumannii,piperacillin-tazobactam,2023,936,7260,12.9,2023,Table 4.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,12.9,12.89,
Acinetobacter baumannii,piperacillin-tazobactam,2023,936,7260,12.9,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,12.9,12.89,
Acinetobacter baumannii,piperacillin-tazobactam,2024,1148,9852,11.7,2024,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,11.7,11.65,
Escherichia coli,amikacin,2017,4788,6048,79.2,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,79.2,79.17,
Escherichia coli,amikacin,2017,4788,6048,79.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,79.2,79.17,
Escherichia coli,amikacin,2017,4788,6048,79.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,79.2,79.17,
Escherichia coli,amikacin,2018,7071,8912,79.3,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,79.3,79.34,
Escherichia coli,amikacin,2018,7071,8912,79.3,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,79.3,79.34,
Escherichia coli,amikacin,2018,7071,8912,79.3,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,79.3,79.34,
Escherichia coli,amikacin,2019,9936,12549,79.2,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,79.2,79.18,
Escherichia coli,amikacin,2019,9936,12549,79.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,79.2,79.18,
Escherichia coli,amikacin,2019,9936,12549,79.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,79.2,79.18,
Escherichia coli,amikacin,2020,6451,7935,81.3,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,81.3,81.3,
Escherichia coli,amikacin,2020,6451,7935,81.3,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,81.3,81.3,
Escherichia coli,amikacin,2020,6451,7935,81.3,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,81.3,81.3,
Escherichia coli,amikacin,2021,10326,13209,78.2,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,78.2,78.17,
Escherichia coli,amikacin,2021,10326,13209,78.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,78.2,78.17,
Escherichia coli,amikacin,2021,10326,13209,78.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,78.2,78.17,
Escherichia coli,amikacin,2022,11138,14477,76.9,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,76.9,76.94,
Escherichia coli,amikacin,2022,11138,14477,76.9,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,76.9,76.94,
Escherichia coli,amikacin,2022,11138,14477,76.9,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,76.9,76.94,
Escherichia coli,amikacin,2023,5196,7611,68.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,68.2,68.27,
Escherichia coli,amikacin,2023,5196,7611,68.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.2,68.27,
Escherichia coli,amikacin,2024,9024,12445,72.5,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,72.5,72.51,
Escherichia coli,cefazolin,2017,0,8,,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Escherichia coli,cefazolin,2017,0,8,,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Escherichia coli,cefazolin,2017,0,8,,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,0.0,"low_isolate_count_asterisk,pct_suppressed_in_source"
Escherichia coli,cefazolin,2018,2,6,,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,33.33,low_isolate_count_asterisk
Escherichia coli,cefazolin,2018,2,6,,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,33.33,low_isolate_count_asterisk
Escherichia coli,cefazolin,2018,2,6,,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,33.33,"low_isolate_count_asterisk,pct_suppressed_in_source"
Escherichia coli,cefazolin,2019,0,1,,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Escherichia coli,cefazolin,2019,0,1,,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Escherichia coli,cefazolin,2019,0,1,,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,0.0,"low_isolate_count_asterisk,pct_suppressed_in_source"
Escherichia coli,cefazolin,2020,0,4,,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Escherichia coli,cefazolin,2020,0,4,,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Escherichia coli,cefazolin,2020,0,4,,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,0.0,"low_isolate_count_asterisk,pct_suppressed_in_source"
Escherichia coli,cefazolin,2021,0,1,,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Escherichia coli,cefazolin,2021,0,1,,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,0.0,low_isolate_count_asterisk
Escherichia coli,cefazolin,2021,0,1,,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,0.0,"low_isolate_count_asterisk,pct_suppressed_in_source"
Escherichia coli,cefazolin,2022,5,22,22.7,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,22.7,22.73,
Escherichia coli,cefazolin,2022,5,22,22.7,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,22.7,22.73,
Escherichia coli,cefazolin,2022,5,22,22.7,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,22.7,22.73,
Escherichia coli,cefazolin,2023,8,18,,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,,44.44,pct_suppressed_in_source
Escherichia coli,cefazolin,2023,8,18,,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,,44.44,pct_suppressed_in_source
Escherichia coli,cefazolin,2024,21,94,22.3,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,22.3,22.34,
Escherichia coli,cefotaxime,2017,879,5747,15.3,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,15.3,15.29,
Escherichia coli,cefotaxime,2017,879,5747,15.3,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,15.3,15.29,
Escherichia coli,cefotaxime,2017,879,5747,15.3,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.3,15.29,
Escherichia coli,cefotaxime,2018,1274,7817,16.3,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,16.3,16.3,
